4294822202 2974 24 145000000
4294822253 8670 24 224000000
4294822304 14434 24 311000000
4294822356 19943 24 400000000
4294822407 24095 24 465000000
4294822458 26928 24 517000000
4294822509 29723 24 568000000
4294822560 32563 24 619000000
4294822611 35365 24 668000000
4294822662 38194 24 719000000
4294822713 41043 24 770000000
4294822764 43805 24 821000000
4294822815 46815 24 872000000
4294822866 49664 24 923000000
4294822917 52422 24 974000000
4294822968 55438 24 1025000000
4294823019 57690 24 1065000000
4294823070 57690 24 1065000000
4294823121 57690 24 1065000000
4294823172 57690 24 1065000000
4294823223 57690 24 1065000000
4294823274 57690 24 1065000000
4294823325 57690 24 1065000000
4294823376 57690 24 1065000000
4294823427 60126 24 1108000000
4294823478 63069 24 1159000000
4294823529 66108 24 1210000000
4294823580 67107 24 1227000000
4294823631 67107 24 1227000000
4294823682 67107 24 1227000000
4294823733 67107 24 1227000000
4294823784 67107 24 1227000000
4294823835 67107 24 1227000000
4294823886 67107 24 1227000000
4294823937 67107 24 1227000000
4294823988 67107 24 1227000000
4294824039 68752 24 1256000000
4294824090 71834 24 1307000000
4294824141 74856 24 1358000000
4294824192 77904 24 1408000000
4294824243 80853 24 1460000000
4294824294 83771 24 1510000000
4294824345 86710 24 1561000000
4294824396 89647 24 1612000000
4294824447 92594 24 1663000000
4294824498 95474 24 1714000000
4294824549 98311 24 1764000000
4294824600 103252 24 1849000000
4294824652 108726 24 1923000000
4294824703 112546 24 1982000000
4294824754 113711 24 2001000000
4294824805 113711 24 2001000000
4294824856 113711 24 2001000000
4294824907 113711 24 2001000000
4294824958 113711 24 2001000000
4294825009 113711 24 2001000000
4294825060 113711 24 2001000000
4294825111 113711 24 2001000000
4294825162 113711 24 2001000000
4294825213 113711 24 2001000000
4294825264 113711 24 2001000000
4294825315 113711 24 2001000000
4294825366 113711 24 2001000000
4294825417 113711 24 2001000000
4294825468 113711 24 2001000000
4294825519 113711 24 2001000000
4294825570 113711 24 2001000000
4294825621 113711 24 2001000000
4294825672 113899 24 2004000000
4294825723 116927 24 2055000000
4294825774 121509 24 2133000000
4294825826 127361 24 2213000000
4294825877 132636 24 2293000000
4294825928 136513 24 2358000000
4294825979 139550 24 2408000000
4294826030 142471 24 2459000000
4294826081 145448 24 2510000000
4294826132 148300 24 2561000000
4294826183 151227 24 2611000000
4294826234 153325 24 2648000000
4294826285 153325 24 2648000000
4294826336 153325 24 2648000000
4294826387 153325 24 2648000000
4294826438 153325 24 2648000000
4294826489 153325 24 2648000000
4294826540 153325 24 2648000000
4294826591 153325 24 2648000000
4294826642 153325 24 2648000000
4294826693 153325 24 2648000000
4294826745 153325 24 2648000000
4294826796 153325 24 2648000000
4294826847 153325 24 2648000000
4294826899 153417 24 2650000000
4294826950 156365 24 2698000000
4294827001 159301 24 2749000000
4294827052 161767 24 2790000000
4294827103 161767 24 2790000000
4294827154 161767 24 2790000000
4294827206 161767 24 2790000000
4294827257 163524 24 2822000000
4294827308 166501 24 2873000000
4294827359 169469 24 2924000000
4294827410 172456 24 2975000000
4294827461 175350 24 3026000000
4294827512 178273 24 3074000000
4294827563 181076 24 3125000000
4294827614 183905 24 3176000000
4294827665 186763 24 3227000000
4294827716 187256 24 3236000000
4294827767 187256 24 3236000000
4294827818 187256 24 3236000000
4294827869 187256 24 3236000000
4294827921 187256 24 3236000000
4294827972 187256 24 3236000000
4294828023 187256 24 3236000000
4294828074 188617 24 3263000000
4294828125 191572 24 3313000000
4294828176 194435 24 3364000000
4294828227 195348 24 3380000000
4294828278 195348 24 3380000000
4294828329 195348 24 3380000000
4294828380 195348 24 3380000000
4294828431 195348 24 3380000000
4294828482 195348 24 3380000000
4294828533 195348 24 3380000000
4294828584 195348 24 3380000000
4294828635 195348 24 3380000000
4294828686 195789 24 3388000000
4294828737 198503 24 3438000000
4294828788 201417 24 3489000000
